Gene Start (bp),Gene End (bp),Chromosome Name,HGNC symbol,
6947635,7005863,11,ZNF215,
68481479,68566897,4,UBA6,
67840781,67861971,16,TSNAXIP1,
48413709,48442666,3,FBXW12,
49159975,49177877,12,ADCY6,
70587298,70655188,10,STOX1,
191829084,191885686,2,STAT1,
52579368,52719933,3,PBRM1,
38507502,38588107,22,PLA2G6,
15792404,15817895,1,CELA2B,
60863187,60952814,14,C14orf39,
104000592,104021040,4,BDH2,
21376005,21378047,20,NKX2-4,
132596977,132644107,9,USP20,
112563349,112591407,12,TRAFD1,
48807229,48863834,4,OCIAD1,
21491648,21494699,20,NKX2-2,
119243025,119249847,X,RHOXF1,
32117848,32169920,1,COL16A1,
50885249,50999376,14,MAP4K5,
21686297,21696620,20,PAX1,
1191707,1200395,7,ZFAND2A,
112597992,112819896,12,C12orf51,
49208234,49222724,12,CACNB3,
94171327,94186144,9,NFIL3,
61304493,61311532,18,SERPINB4,
4836686,4923350,7,RADIL,
94325373,94712444,9,ROR2,
50106082,50159719,13,RCBTB1,
40751914,40812002,4,NSUN7,
15818765,15853029,1,CASP9,
13924677,13980533,6,RNF182,
156257929,156272973,3,SSR3,
49223540,49245957,12,DDX23,
304291,438406,5,AHRR,
95049226,95160087,5,RHOBTB3,
25316513,25365436,8,CDCA2,
61314813,61391127,18,SERPINB11,
32595956,32614839,6,HLA-DQA1,
22561643,22566093,20,FOXA2,
49250916,49259653,12,RND1,
48644962,48652718,X,GATA1,
49297286,49351334,12,ARF3,
49692026,49739082,5,EMB,
104512976,105268322,8,RIMS2,
23016057,23017314,20,SSTR4,
42733870,42781317,21,MX2,
156391024,156424559,3,TIPARP,
148651434,148721365,5,AFAP1L1,
23026270,23030378,20,THBD,
22462145,22479027,8,KIAA1967,
50202435,50208008,13,ARL11,
41021043,41032465,6,APOBEC2,
23059986,23066977,20,CD93,
86371055,86422893,2,IMMT,
119292467,119297945,X,RHOXF2,
41040684,41067715,6,NFYA,
108194987,108210194,7,THAP5,
50234859,50265623,13,EBPL,
30576941,30595961,X,CXorf21,
67474414,67526482,8,MYBL1,
49297893,49325260,12,CCDC65,
35441374,35464861,6,TEAD3,
75512010,75735548,8,,
49106897,49121288,X,FOXP3,
30671476,30748725,X,GK,
28339922,28591995,10,MPP7,
112842997,112847443,12,RPL6,
87515468,87736324,4,PTPN13,
31582961,31584798,6,AIF1,
18872102,18908117,17,FAM83G,
49315752,49319330,12,FKBP11,
156543270,156697347,3,,
61924538,61966203,20,COL20A1,
6011043,6015618,9,RANBP6,
61322431,61329197,18,SERPINB3,
23331373,23335414,20,NXT1,
49315767,49333446,12,,
97384093,97399666,8,,
49331472,49351247,12,,
18923997,18950439,17,GRAP,
169418217,169849608,4,PALLD,
156544096,156763918,3,LEKR1,
97505579,97624000,8,SDC2,
58010339,58022015,16,TEPP,
49359123,49365546,12,WNT10B,
23342787,23353700,20,GZF1,
89442136,89444964,4,PIGY,
9160372,9286937,11,DENND5A,
37753804,37778969,9,RG9MTD3,
108210012,108215294,7,DNAJB9,
18981088,18991191,17,,
7830491,7851603,5,C5orf49,
49372236,49376396,12,WNT1,
70661034,70706603,10,DDX50,
112856155,112947717,12,PTPN11,
49388932,49393092,12,DDN,
18996287,18999674,17,,
77860367,77889379,14,C14orf148,
155578643,155635627,6,TFB1M,
50273447,50367057,13,KPNA3,
4417469,4544073,4,STX18,
43299513,43337181,6,ZNF318,
49396058,49412592,12,PRKAG1,
75002823,75005079,X,MAGEE2,
191894302,192016322,2,STAT4,
50999800,51099786,14,ATL1,
75107207,75108834,X,,
75392771,75398039,X,CXorf26,
35609530,35646807,9,CD72,
42792231,42831141,21,MX1,
77893018,77923929,14,VIPAR,
49415361,49449107,12,MLL2,
16634679,16778649,11,C11orf58,
23636998,23684327,7,CCDC126,
25824408,25836025,3,OXSM,
108524032,108524644,7,C7orf66,
48659784,48683392,X,HDAC6,
156864297,156878549,3,CCNL1,
131746328,131811736,5,C5orf56,
113229549,113340167,12,RPH3A,
39991937,40004636,17,KLHL10,
23389720,23398661,14,PRMT5,
6215805,6257983,9,IL33,
11178779,11305243,3,HRH1,
88797588,88807826,16,,
121465208,121515312,5,ZNF474,
37766975,37801434,9,EXOSC3,
61974665,62009753,20,CHRNA4,
23355159,23402125,20,NAPB,
60975869,60978527,14,SIX6,
113558120,113578748,4,LARP7,
40004770,40021684,17,KLHL11,
48247652,48252143,10,FAM25G,
114659046,114697649,9,UGCG,
86426580,86440917,2,MRPL35,
33290509,33371155,9,NFX1,
15468862,15484120,3,,
40023161,40075272,17,ACLY,
19030782,19062148,17,,
17780349,17887453,8,PCM1,
75648046,75651744,X,MAGEE1,
56148440,56160689,7,PHKG1,
76709648,76712769,X,FGF16,
128937264,128977885,X,ZDHHC9,
19041448,19041895,17,,
19059040,19062425,17,,
68665120,68710628,5,RAD17,
88809175,88812156,16,,
192109911,192290115,2,MYO1B,
124428965,124479470,8,WDYHV1,
30687978,30693203,6,TUBB,
61420169,61472604,18,SERPINB7,
86441116,86565206,2,REEP1,
61068794,61069310,14,,
49458468,49463775,12,RHEBL1,
38597889,38612518,22,MAFF,
49961733,50142356,5,PARP8,
94793427,94877690,9,SPTLC1,
113344465,113369991,12,OAS1,
41117001,41122075,6,TREML1,
31745295,31763730,6,VARS,
49483208,49488602,12,DHH,
62037542,62103993,20,KCNQ2,
23420322,23425567,20,CSTL1,
49490919,49504681,12,LMBR1L,
110303110,111202573,7,IMMP2L,
50486842,50510626,13,C13orf1,
121647049,121799914,5,SNCAIP,
61538926,61571124,18,SERPINB2,
94353043,94415150,10,KIF11,
86667770,86719839,2,KDM3A,
113376249,113411050,12,OAS3,
98757795,98945683,10,SLIT1,
85008132,86117944,3,CADM2,
90728152,90772892,15,SEMA4B,
155585147,155597682,6,CLDN20,
89442724,89442940,4,,
23431040,23433494,20,CST11,
89444961,89629693,4,HERC3,
155716504,155777037,6,NOX3,
80146848,80247204,4,NAA11,
19067522,19077749,17,,
113416274,113449528,12,OAS2,
80529104,80562216,5,CKMT2,
19107138,19117358,17,,
23471738,23476655,20,CST8,
7847937,7855043,8,DEFB109P1,
7869304,7874534,8,FAM90A11,
119384607,119392251,X,ZBTB33,
19122456,19125840,17,,
7876951,7888168,8,FAM90A24P,
50570024,50594617,13,TRIM13,
43395104,43418168,6,ABCC10,
99401859,99417599,9,C9orf21,
113495662,113535833,12,DTX1,
145539954,145550573,8,DGAT1,
151202074,151304403,5,GLRA1,
61564408,61603345,18,SERPINB10,
73386938,73472182,11,RAB6A,
113537318,113574044,12,RASAL1,
56485407,56511407,16,OGFOD1,
7020549,7041599,11,ZNF214,
42836478,42903043,21,TMPRSS2,
72112139,72212560,5,TNPO1,
32192718,32230494,1,BAI2,
23499783,23522655,20,,
49521569,49525304,12,TUBA1B,
15853308,15918874,1,DNAJC16,
80327508,80329372,4,GK2,
107975712,107979651,X,IRS4,
7884599,7889827,8,FAM90A12,
23528401,23531289,20,CST9LP1,
108616135,108725301,X,GUCY2F,
119392505,119445411,X,FAM70A,
23545369,23549386,20,CST9L,
7897500,7898475,8,,
7906441,7906789,8,,
7943544,7944287,8,,
7953468,7954248,8,,
7974267,7974471,8,,
7992174,8085385,8,,
103064359,103115221,9,TEX10,
7851299,7906138,5,MTRR,
86267696,86353510,6,SYNCRIP,
23583047,23586513,20,CST9,
49578585,49582861,12,TUBA1A,
23608534,23619110,20,CST3,
38615298,38669040,22,TMEM184B,
113587663,113597081,12,CCDC42B,
88870186,88875665,16,CDT1,
80822303,81046608,4,ANTXR2,
113594986,113623284,12,DDX54,
5077549,5149878,10,AKR1C3,
23677402,23678266,7,,
69984810,69998141,16,CLEC18A,
23719749,23742868,7,C7orf46,
50589390,50595058,13,KCNRG,
49158547,49170551,3,LAMB2,
48255253,48271369,10,ANXA8,
50656307,51298199,13,DLEU1,
110731062,110765507,7,LRRN3,
61616535,61649008,18,HMSD,
148724993,148734146,5,GRPEL2,
86730554,86948245,2,VPS24,
75736772,75767264,8,PI15,
113623365,113630119,12,C12orf52,
36295597,36341168,14,BRMS1L,
69517638,69619914,14,DCAF5,
61637159,61672278,18,SERPINB8,
38686697,38794527,22,CSNK1E,
1272543,1276954,7,UNCX,
113633248,113658899,12,IQCD,
132649466,132805473,9,FNBP1,
19140690,19240028,17,EPN2,
15704573,15739936,4,BST1,
131817301,131826490,5,IRF1,
111366168,111846466,7,DOCK4,
137514408,137523404,5,KIF20A,
192542794,192553251,2,OBFC2A,
69658228,69709075,14,EXD2,
99518147,99540411,9,ZNF510,
113659260,113736387,12,TPCN1,
48445261,48471594,3,PLXNB1,
11313995,11599139,3,ATG7,
49621709,49667116,12,TUBA1C,
86737547,86850151,2,RNF103-VPS24,
1468101,1499138,7,MICALL2,
86830516,86850989,2,RNF103,
23666277,23669677,20,CST4,
441645,443258,5,C5orf55,
61111415,61116180,14,SIX1,
49687485,49692465,12,PRPH,
443273,472052,5,EXOC3,
100255908,100258029,15,,
100330361,100347132,15,C15orf51,
8011830,8074438,8,,
23728190,23731905,20,CST1,
115674530,115676949,10,,
8086117,8102387,8,,
40812044,41218731,4,APBB2,
43159529,43187266,21,RIPK4,
58028573,58033762,16,ZNF319,
58035305,58055522,16,C16orf57,
23804406,23807368,20,CST2,
76760378,77041702,X,ATRX,
12610203,12693228,7,SCIN,
86947296,87005164,2,RMND5A,
115803806,115806667,10,ADRB1,
25900024,25915191,3,,
14117872,14137149,6,CD83,
94449712,94455397,10,HHEX,
23856572,23860387,20,CST5,
135753414,135765588,9,C9orf9,
69642881,69653240,X,GDPD2,
43731605,43775863,3,ABHD5,
127962821,127996437,9,RABEPK,
23965690,23969416,20,GGTLC1,
192699028,192711981,2,SDPR,
36767764,36789882,14,MBIP,
23749786,23872132,7,STK31,
15898848,15911605,1,AGMAT,
40086898,40117648,17,,
51464162,51486327,10,AGAP7,
115880621,115933979,10,C10orf118,
86987119,87040269,3,VGLL3,
24449835,24647252,20,TMEM90B,
40118759,40127194,17,CNP,
192813769,193060435,2,TMEFF2,
100330361,100347132,15,,
63417488,63552376,18,CDH7,
90773207,90777279,15,CIB1,
24600484,24602058,14,FITM1,
113736572,113772925,12,SLC24A6,
24929866,24940564,20,CST7,
87011729,87035519,2,CD8A,
49716971,49725514,12,TROAP,
104029299,104152261,14,,
100346730,100353871,15,,
96138907,96140446,X,RPA4,
100511794,100882210,15,ADAMTS17,
148737570,148749216,5,PCYOX1L,
62119366,62130505,20,EEF1A2,
99546642,99665271,X,PCDH19,
32627244,32636160,6,HLA-DQB1,
19244550,19281469,17,B9D1,
24943561,24973615,20,C20orf3,
153686621,153701989,X,PLXNA3,
40128439,40169715,17,DNAJC7,
841690,969090,9,DMRT1,
49726200,49730971,12,C1QL4,
49741041,49745683,12,DNAJC22,
75896750,75946793,8,CRISPLD1,
15245734,15522252,6,JARID2,
49760688,49921207,12,SPATS2,
64168320,64271409,18,CDH19,
37800499,37867663,9,DCAF10,
113796371,113827458,12,PLBD2,
85933494,85945050,10,C10orf99,
2229191,2243891,4,HAUS3,
51549498,51562517,10,MSMB,
57791353,57949088,11,OR9Q1,
85954410,85979377,10,CDHR1,
56169262,56174269,7,CHCHD2,
113830257,113841692,12,SDS,
38822332,38851205,22,KCNJ4,
113860216,113876080,12,SDSL,
49932940,49952059,12,KCNH3,
65173819,65184217,18,DSEL,
62152077,62153559,20,PPDPF,
6328349,6331900,9,TPD52L3,
56518259,56554008,16,BBS2,
57798402,57799403,11,OR6Q1,
48649471,48651648,8,CEBPD,
113900694,113909877,12,LHX5,
51285144,51418075,13,DLEU7,
57885972,57886916,11,OR9I1,
151771093,151812929,5,NMUR2,
87042462,87089047,2,CD8B,
104029299,104073860,14,,
87276421,87304698,3,CHMP2B,
196440701,196602426,2,SLC39A10,
114254543,114404176,12,RBM19,
43218385,43299591,21,PRDM15,
72607410,72669758,4,GC,
15943995,15995539,1,DDI2,
51483814,51544592,13,RNASEH2B,
24605367,24608176,14,PSME1,
26664297,26752267,3,LRRC3B,
67862062,67869241,16,CENPT,
49952088,49961914,12,MCRS1,
38864067,38879452,22,KDELR3,
8093525,8102189,8,,
7041677,7092539,11,NLRP14,
40169038,40177659,17,NKIRAS2,
21068902,21463116,10,NEBL,
135766735,135820020,9,TSC1,
35680437,35835988,3,ARPP21,
976964,991731,9,DMRT3,
57957906,57958990,11,OR9Q2,
124510129,124553446,8,FBXO32,
88875877,88878342,16,APRT,
57970674,57971653,11,OR1S2,
57982217,57983195,11,OR1S1,
67484188,67493373,8,,
67540722,67579452,8,VCPIP1,
56489550,56516068,7,,
88880142,88923374,16,GALNS,
90784141,90785298,15,C15orf58,
41126245,41130924,6,TREM2,
90792762,90808199,15,TTLL13,
47057900,47205467,3,SETD2,
57995354,57996390,11,OR10Q1,
15986364,15988217,1,RSC1A1,
58034264,58035732,11,OR10W1,
114792811,114846247,12,TBX5,
62159778,62168723,20,PTK6,
19281034,19286857,17,MAPK7,
56871752,56884913,7,,
58125597,58126542,11,OR5B17,
56876817,56880170,7,,
56943078,56949839,7,,
58169937,58170882,11,OR5B3,
108779010,108787919,X,NXT2,
1050354,1057552,9,DMRT2,
61176246,61190852,14,SIX4,
58189738,58190786,11,OR5B2,
57187321,57207571,7,ZNF479,
16799842,17035990,11,PLEKHA7,
87089023,87092827,2,,
148750887,148783765,5,IL17B,
24986868,25039616,20,ACSS1,
87135076,87241104,2,RGPD1,
128982423,129144086,4,LARP1B,
94590935,94819250,10,EXOC6,
15491640,15563258,3,COLQ,
56598961,56602869,16,MT4,
196602427,196935730,2,DNAH7,
32256023,32281652,1,SPOCD1,
56623184,56625000,16,MT3,
58206593,58207646,11,OR5B12,
67579831,67774257,8,SGK3,
87308554,87325737,3,POU1F1,
6413151,6507054,9,UHRF2,
2249159,2264021,4,MXD4,
115108059,115121969,12,TBX3,
16010827,16061264,1,PLEKHM2,
38879445,38903665,22,DDX17,
49976669,49999422,12,FAM186B,
33523640,33892297,5,ADAMTS12,
35465651,35480715,6,TULP1,
57509883,57533265,7,ZNF716,
116396383,116715143,12,MED13L,
27151576,27410951,3,NEK10,
58274648,58275578,11,OR5B21,
90808891,90816463,15,NGRN,
51796503,51857930,13,FAM124A,
58294344,58345693,11,LPXN,
50017403,50038449,12,PRPF40B,
157099063,157530401,6,ARID1B,
101818088,102198685,3,ZPLD1,
24519064,24586173,4,DHX15,
51909909,51938871,13,SERPINE3,
56642111,56643409,16,MT2A,
131877136,131892530,5,IL5,
23415437,23426357,14,HAUS4,
145556724,145559943,8,SCRT1,
41158015,41168932,6,TREML2,
25052120,25062996,20,VSX1,
87229682,87248975,2,PLGLB1,
145575878,145579269,8,,
152869175,153193240,5,GRIA1,
9879533,9886286,3,RPUSD3,
97657455,98161882,8,,
19286755,19290553,17,MFAP4,
86285665,86361269,8,CA3,
50316458,50325545,3,C3orf45,
1012821,1036706,11,MUC6,
66340927,66382362,18,TMX3,
43232940,43264127,1,C1orf50,
95087023,95158709,5,GLRX,
127997132,128003622,9,HSPA5,
62751896,62764434,7,,
58059470,58080805,16,MMP15,
44283378,44373590,3,C3orf77,
36876861,37066515,5,NIPBL,
113739265,114309884,4,ANK2,
148871760,148931007,5,CSNK1A1,
50031724,50101197,12,FMNL3,
54094757,54209714,X,FAM120C,
88045917,88058312,2,PLGLB2,
40177594,40215096,17,ZNF385C,
86376081,86393693,8,CA2,
116997186,117014425,12,MAP1LC3B2,
117153598,117175874,12,C12orf49,
51928213,52028400,13,INTS6,
7110165,7112379,11,RBMXL2,
43272723,43282954,1,CCDC23,
117176096,117291436,12,RNFT2,
99578754,99637905,9,ZNF782,
16062900,16067891,1,SLC25A34,
40253422,40264751,17,DHX58,
137523339,137549032,5,CDC23,
88055474,88285309,2,RGPD2,
48685669,48872743,8,PRKDC,
43282795,43310660,1,ERMAP,
94972489,95056038,9,IARS,
62172163,62178857,20,SRMS,
90818266,90820841,15,,
56651373,56652729,16,,
114803065,114937688,9,SUSD1,
16068917,16074477,1,TMEM82,
5196335,5244449,10,AKR1CL1,
196998290,197041227,2,STK17B,
4861393,4865663,4,MSX1,
7260099,7490273,11,SYT9,
61201459,61436671,14,MNAT1,
16083102,16113089,1,FBLIM1,
7745232,7791483,10,ITIH2,
117299028,117319232,12,HRK,
31588450,31605548,6,PRRC2A,
129040097,129063737,X,UTP14A,
117348761,117470180,12,FBXW8,
90890819,90892669,15,GABARAPL3,
15779898,15851069,4,CD38,
90895477,90909309,15,ZNF774,
66401969,66722426,18,CCDC102B,
56659387,56661024,16,MT1E,
43312280,43318148,1,ZNF691,
37879400,37904350,9,MCART1,
50135293,50158717,12,TMBIM6,
40265126,40273376,17,KAT2A,
119495967,119516226,X,ATP1B4,
76458909,76629254,6,MYO6,
117476728,117537284,12,TESC,
37884220,37884285,9,,
156977531,157251408,3,VEPH1,
37919131,38069210,9,SHB,
35649292,35650937,9,SIT1,
2015342,2193624,9,SMARCA2,
38914954,38966291,22,DMC1,
67068284,67516323,18,DOK6,
50184929,50222533,12,NCKAP5L,
8272200,8282142,8,,
67528097,67624160,18,CD226,
69726681,69821190,14,GALNTL1,
8314419,8318847,8,,
95187936,95195837,5,C5orf27,
8413248,8418475,8,,
197063977,197458416,2,HECW2,
8417404,8419634,8,,
185719450,185720200,4,,
8418901,8427198,8,,
77224819,77236302,16,MON1B,
61100682,61116714,11,DAK,
99690592,99704572,9,FAM22G,
43391519,43424539,1,SLC2A1,
67671045,67872962,18,RTTN,
88326724,88355248,2,KRCC1,
124657767,124665190,8,KLHL38,
19437141,19482347,17,SLC47A1,
36840370,36841574,14,,
41196062,41206620,6,TREML4,
36942412,36988726,14,SFTA3,
124693034,124749647,8,ANXA13,
88367299,88412906,2,SMYD1,
75561669,75571589,10,NDST2,
117581586,117628300,12,FBXO21,
61438173,61447782,14,TRMT5,
50229827,50236912,12,BCDIN3D,
62184373,62188061,20,C20orf195,
50260680,50297720,12,FAIM2,
61447832,61550450,14,SLC38A6,
7506619,7532608,11,OLFML1,
16478964,16555736,10,PTER,
104026963,104119566,4,CENPE,
62189439,62205592,20,,
69664711,69725337,X,DLG3,
50344524,50352659,12,AQP2,
25699246,25902913,8,EBF2,
50355279,50359459,12,AQP5,
95220802,95297775,5,ELL2,
50360977,50370922,12,AQP6,
32372022,32410457,1,PTP4A2,
88422510,88427635,2,FABP1,
153706028,153707596,X,LAGE3,
50382945,50419307,12,RACGAP1,
15523032,15663289,6,DTNBP1,
43610029,43622067,1,FAM183A,
117636114,117799582,12,NOS1,
25176329,25207365,20,ENTPD6,
128024073,128129486,9,GAPVD1,
73498361,73576178,11,MRPL48,
5016313,5021199,4,CYTL1,
88469835,88486146,2,THNSL2,
89617066,89619386,4,NAP1L5,
43629846,43727589,1,EBNA1BP2,
8559666,8561616,8,,
185734773,185742443,4,,
103189438,103213511,9,C9orf30,
76320149,76479078,8,HNF4G,
40274756,40275371,17,HSPB9,
16174359,16266955,1,SPEN,
8581203,8639989,8,,
40276998,40307022,17,RAB5C,
2140497,3099645,3,CNTN4,
169784921,169931426,4,CBR4,
185939995,185941958,4,HELT,
24650205,24667261,6,TDP2,
40308910,40333296,17,KCNH4,
77924373,77935807,14,AHSA1,
197504278,197628214,2,CCDC150,
105085753,105295744,3,ALCAM,
77940740,77965210,14,ISM2,
40336078,40337470,17,HCRT,
89647106,90032549,4,FAM13A,
50451487,50477393,12,ACCN2,
40341106,40346550,17,GHDC,
54219256,54385075,X,WNK3,
43218387,43230831,21,,
73975787,73995472,10,ANAPC16,
43637820,43720029,1,WDR65,
62809239,62812151,7,,
63218357,63227664,7,,
43305221,43373999,21,C2CD2,
63385165,63386684,7,,
63490920,63727309,7,ZNF679,
88824169,88829102,2,C2orf51,
119561682,119603220,X,LAMP2,
19551459,19580909,17,ALDH3A2,
50478983,50494495,12,SMARCD1,
49126306,49157929,X,PPP1R3F,
38974125,39052634,22,,
90931450,91045475,15,IQGAP1,
32379174,32380745,1,,
32479430,32526451,1,KHDRBS1,
157712662,157744633,6,C6orf35,
87317978,87321499,3,,
88039846,88042919,3,HTR1F,
41243712,41254457,6,TREM1,
88101094,88199035,3,CGGBP1,
88856259,88927094,2,EIF2AK3,
59726565,59726939,5,,
51565108,51590734,10,NCOA4,
38392661,38398658,9,ALDH1B1,
616565,626078,11,CDHR5,
117890817,118406788,12,KSR2,
36985603,36990354,14,NKX2-1,
59892739,59996017,5,DEPDC1B,
157154578,157161417,3,PTX3,
51100354,51135056,14,SAV1,
138808505,139027435,X,ATP11C,
157798094,157801928,6,,
157802165,158099178,6,ZDHHC14,
145577795,145584932,8,GPR172A,
20995306,21031635,9,PTPLAD2,
51186481,51297839,14,NIN,
43418090,43424370,6,DLK2,
28821422,28909928,10,WAC,
43313829,43315499,21,,
43406940,43430496,21,ZNF295,
39052641,39069859,22,CBY1,
50497801,50505091,12,GPD1,
16268364,16302627,1,ZBTB17,
8818710,8836535,8,,
33936491,33939023,5,RXFP3,
50505900,50514234,12,C12orf62,
40351186,40428725,17,STAT5B,
33944721,33984835,5,SLC45A2,
8998934,9002945,8,,
50523582,50561176,12,LASS5,
88991162,89050445,2,RPIA,
9046521,9060364,8,,
118451393,118470935,12,RFC5,
9090523,9090958,8,,
186064395,186068434,4,SLC25A4,
67956168,67997436,18,SOCS6,
43735665,43739673,1,TMEM125,
7534529,7678358,11,PPFIBP2,
70203915,70211774,18,CBLN2,
197627756,197664449,2,GTF3C3,
153712056,153715009,X,UBL4A,
50325163,50330349,3,IFRD2,
63505821,63539697,7,,
70409671,70535184,18,NETO1,
99839799,99854882,X,TNMD,
50569565,50677353,12,LIMA1,
43747554,43751288,1,C1orf210,
9106927,9271224,8,,
58346584,58388515,11,ZFP91,
16555742,16564004,10,C1QL3,
62218955,62258454,20,GMEB2,
38408991,38424444,9,IGFBPL1,
43766664,43788779,1,TIE1,
9112859,9117805,8,,
9208748,9215951,8,,
100884663,100890438,15,,
37049785,37051794,14,NKX2-8,
9229480,9293715,8,,
48887036,48908954,4,OCIAD2,
38164201,38178733,3,ACAA1,
100940600,101084925,15,LASS3,
186080819,186130658,4,KIAA1430,
90537799,90538363,2,,
21077104,21077943,9,IFNB1,
95537178,95542574,2,TEKT4,
124780696,124827692,8,FAM91A1,
37126773,37147007,14,PAX9,
157261035,157395538,3,C3orf55,
63505821,63538927,7,ZNF727,
63767837,63810017,7,ZNF736,
52158644,52334135,13,WDFY2,
32537632,32568467,1,TMEM39B,
80597409,80609116,5,ZCCHC9,
15937192,15940363,4,FGFBP1,
9311208,9314928,8,,
95691422,95719737,2,MAL,
9515805,9515948,8,,
48255279,48279199,10,,
9757574,9762876,8,,
4897364,4901625,7,PAPOLB,
48355024,48373866,10,ZNF488,
43483068,43563105,21,UMODL1,
4945620,4998844,7,MMD2,
39077953,39080818,22,TOMM22,
132815705,132902448,9,GPR107,
16632610,16859527,10,RSU1,
115939029,115992063,10,TDRD1,
3224517,3231964,6,TUBB2B,
50720013,50790405,12,FAM186A,
73583712,73588033,11,CHCHD8,
95752952,95815179,2,MRPS5,
38526663,38528800,9,C9orf51,
77973272,78083110,14,SPTLC2,
52342129,52378293,13,DHRS12,
466239,473213,5,,
39081548,39097561,22,JOSD1,
35297479,35379570,10,CUL2,
118470712,118500235,12,WSB2,
78138749,78174356,14,ALKBH1,
50794592,50873787,12,LARP4,
56666534,56667897,16,MT1M,
73587744,73638790,11,PAAF1,
68605046,68620078,4,GNRHR,
104163955,104181823,14,XRCC3,
35541362,35696360,6,FKBP5,
19581628,19622292,17,SLC47A2,
5237426,5260912,10,AKR1C4,
105351315,105368917,8,TM7SF4,
78174425,78183937,14,C14orf156,
62271061,62284780,20,STMN3,
33765593,33768068,7,,
43803475,43818443,1,MPL,
78183964,78227497,14,SNW1,
33944523,34195484,7,BMPER,
131891711,131980313,5,RAD50,
4388493,4389616,11,OR52B4,
25228705,25278650,20,PYGB,
108866929,108868393,X,KCNE1L,
197669726,197675000,2,C2orf66,
4406127,4414926,11,TRIM21,
21140631,21142144,9,IFNW1,
118501398,118573831,12,VSIG10,
21165636,21166659,9,IFNA21,
67876213,67878097,16,THAP11,
197697728,197792520,2,PGAP1,
22471421,22474170,8,,
67880635,67906470,16,NUTF2,
43824599,43828874,1,CDC20,
85980327,85985345,10,LRIT2,
62289163,62330051,20,RTEL1,
108872579,108976632,X,ACSL4,
40439565,40463961,17,STAT5A,
153715645,153719016,X,SLC10A3,
41303393,41318625,6,NCR2,
118573663,118583389,12,PEBP1,
21186617,21187598,9,IFNA4,
170015407,170192256,4,SH3RF1,
473425,524447,5,SLC9A3,
22477931,22526661,8,BIN3,
35658301,35661508,9,CCDC107,
10194292,10195187,8,,
10332075,10339484,8,,
85991349,86001217,10,LRIT1,
118587606,118810750,12,TAOK3,
186125391,186291339,4,SNX25,
86568695,86575726,8,REXO1L1,
137588068,137610360,5,GFRA3,
58147492,58163325,16,C16orf80,
86747543,86749570,8,REXO1L2P,
41518509,41523084,8,,
86756718,86758745,8,REXO1L2P,
86999552,87166457,8,ATP6V0D2,
43829068,43833697,1,ELOVL1,
95813075,95831158,2,ZNF514,
